901	-4
902	-3
903	-4
904	-3
905	-2
906	-3
907	-4
908	-3
909	-4
910	-5
911	-6
912	-5
913	-6
914	-7
915	-6
916	-5
917	-6
918	-5
919	-6
920	-5
921	-6
922	-5
923	-4
924	-5
925	-4
926	-5
927	-6
928	-7
929	-6
930	-5
931	-6
932	-5
933	-6
934	-5
935	-4
936	-3
937	-4
938	-5
939	-6
940	-5
941	-6
942	-7
943	-6
944	-7
945	-6
946	-7
947	-8
948	-9
949	-8
950	-9
951	-10
952	-9
953	-8
954	-7
955	-8
956	-9
957	-8
958	-7
959	-8
960	-9
961	-8
962	-7
963	-8
964	-7
965	-6
966	-5
967	-4
968	-3
969	-2
970	-3
971	-2
972	-3
973	-2
974	-3
975	-4
976	-3
977	-4
978	-5
979	-4
980	-5
981	-4
982	-5
983	-6
984	-5
985	-4
986	-3
987	-4
988	-5
989	-6
990	-7
991	-8
992	-9
993	-10
994	-9
995	-8
996	-7
997	-8
998	-7
999	-6
